Job Number,Title,Company,Location,URL
698,Salesforce Developer,StaffQuest ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2313&ao=83255&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_3dec3c0e&cb=1557718579297&jobListingId=3221887544
699,"Senior Software Engineer, Platform - Customer Journey Platform",Cisco Systems ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2314&ao=377062&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_e6365fd6&cb=1557718579300&jobListingId=3218874176
700,Senior .NET Developer,Harris Computer ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2315&ao=179223&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_6f9c350d&cb=1557718579303&jobListingId=3096406819
701,Solution Concept Developer,Dematic ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2316&ao=135641&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_2d4caa8e&cb=1557718579306&jobListingId=3032852431
702,Staff Software Engineer-Data Product Development,Visa Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2317&ao=485473&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_8a03df59&cb=1557718579309&jobListingId=3178568744
703,"Senior DevOps Engineer - Jenkins, Linux, Docker",Technology Navigators ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2318&ao=242876&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_0141c3a8&cb=1557718579312&jobListingId=3205881301
704,Lead Front End Developer,vAuto ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2319&ao=4120&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_e5b0126c&cb=1557718579315&jobListingId=3063729828
705,Sr Software Developer (Java/J2EE),CyberCoders ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2320&ao=296847&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_8d18eccf&cb=1557718579319&jobListingId=3227307396
706,Technical Software Engineering Lead,Adobe ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2321&ao=441858&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_87447fca&cb=1557718579322&jobListingId=3223631599
707,"Senior Software Engineer, Visa Resolve Online Dev Support",Visa Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2322&ao=485464&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_91ec4b1a&cb=1557718579325&jobListingId=3124931502
708,principal software engineer,The Guild ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2323&ao=160631&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_a67e16dd&cb=1557718579329&jobListingId=3201918293
709,Senior Back End Software Engineer,LogicMonitor ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2324&ao=135128&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_aecf5b59&cb=1557718579332&jobListingId=3205957476
710,Staff Software Engineer (Commercial Cards - B2B Services)- Data Product Development,Visa Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2325&ao=485473&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_4563c92d&cb=1557718579335&jobListingId=3178568757
711,"Senior Software Developer – PHP, Laravel, JavaScript",Technology Navigators ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2326&ao=242876&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_36154fb2&cb=1557718579339&jobListingId=3047807678
712,Windows Client Developer,New Iron ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2327&ao=83255&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_f4f0d948&cb=1557718579341&jobListingId=3229446359
713,Entry Level Java Developer,Revature ," Round Rock, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2328&ao=567544&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_c9f01b49&cb=1557718579344&jobListingId=3152509879
714,ETL Developer / Enterprise Data Warehouse Engineer,Nesco Resource ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2329&ao=83255&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_bec25320&cb=1557718579348&jobListingId=3214603017
715,Staff .Net Developer,Charles Schwab ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2330&ao=132944&s=58&guid=0000016aaf4335999dbd642c287d0db0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_7b4916c6&cb=1557718579351&jobListingId=3226946457
716,"Lead Software Engineer, Platform",BigCommerce ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2401&ao=516663&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_4aba4105&cb=1557718588241&jobListingId=3203984982
717,"Senior Software Engineer, Oracle EBS",Pitney Bowes ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2402&ao=484274&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_a4d95bf6&cb=1557718588246&jobListingId=3150725505
718,Staff Software Engineer - Learning & Development Technology,Visa Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2403&ao=485473&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_ee08dbd6&cb=1557718588250&jobListingId=3123118959
719,Sr. Software Engineer - .NET,Visa Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2404&ao=485464&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_8a7af841&cb=1557718588254&jobListingId=3019425723
720,Sr. Net developer,Brilliant Infotech Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2405&ao=389273&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_7dc9813a&cb=1557718588257&jobListingId=3226117880
721,Sr Software Engineer,Cypress Semiconductor ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2406&ao=4120&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_1d6d00d9&cb=1557718588262&jobListingId=3091203116
722,Senior Software Engineer-SPARK,Acxiom ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2407&ao=108003&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_1033d087&cb=1557718588265&jobListingId=3176768801
723,Cloud Software Senior JAVA Developer,Oracle ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2408&ao=133057&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_99dc27b2&cb=1557718588269&jobListingId=3139851318
724,"Staff Software Engineer, Infrastructure",Tableau Software ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2409&ao=102898&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_7c0398de&cb=1557718588272&jobListingId=3186094716
725,Software Developer Lead WEP,SSI Schaefer Systems International North America ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2410&ao=189299&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_95b963c8&cb=1557718588275&jobListingId=3197979603
726,Senior Software Application Engineer-Technical Lead,Charles Schwab ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2411&ao=132944&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_0438b074&cb=1557718588279&jobListingId=3229910136
727,Senior Python Software Engineer,Zeta Global ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2412&ao=601054&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_4c4460f5&cb=1557718588284&jobListingId=3229090050
728,Senior Front-End Web Developer,IBM ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2413&ao=140152&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_072c62d4&cb=1557718588287&jobListingId=3225659200
729,Senior Software Engineer,NarrativeDx ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2414&ao=14295&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_29a8dccb&cb=1557718588291&jobListingId=3150764080
730,Senior Software Engineer - SparkPredict,SparkCognition ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2415&ao=329506&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_b7301a15&cb=1557718588295&jobListingId=3027311244
731,Senior Front End Developer,vAuto ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2416&ao=4120&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_f0e6d43b&cb=1557718588299&jobListingId=3063707760
732,Software Defined Radio Receiver Hardware Developer,Applied Research Laboratories ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2417&ao=415575&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_06c7f0f5&cb=1557718588302&jobListingId=3044338357
733,IBM Cloud Software/UI Developer,IBM ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2418&ao=140152&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_6b38c6ce&cb=1557718588305&jobListingId=3220499762
734,Teradata Developer,InterSources Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2419&ao=389273&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_443985f5&cb=1557718588309&jobListingId=3198315571
735,Lead Automation Developer,Comcast Spotlight ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2420&ao=4120&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_ac44f872&cb=1557718588312&jobListingId=3226053482
736,Senior Java Developer with Android,Precision System Design Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2421&ao=372858&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_7c3a0319&cb=1557718588315&jobListingId=3217833748
737,Cloud-Software Eng II,Varite USA ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2422&ao=85058&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_1b440926&cb=1557718588318&jobListingId=3226910611
738,Senior Software Engineer-CLOUD,Acxiom ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2423&ao=108003&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_b8f1f5c3&cb=1557718588321&jobListingId=3178473325
739,8030 Adobe Developer Lead,"ReqRoute,Inc "," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2424&ao=4321&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_890e7b67&cb=1557718588324&jobListingId=3178609265
740,SalesForce Developer,Aurum Data Solutions ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2425&ao=454816&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_815b802c&cb=1557718588327&jobListingId=3225486356
741,"Software Developer UI - Austin, TX",Hubbell Power Systems ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2426&ao=182759&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_b4ac83ca&cb=1557718588331&jobListingId=3229631296
742,Java Programmer/Developer,22nd Century Technologies ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2427&ao=136481&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_406132fe&cb=1557718588335&jobListingId=3100338542
743,"Senior Manager, Software Engineering - Customer Journey Platform",Cisco Systems ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2428&ao=377062&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_14cb2f29&cb=1557718588338&jobListingId=3188601630
744,Hadoop Developer,Adwait Algorithm ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2429&ao=4120&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_e63a7a40&cb=1557718588342&jobListingId=3107640361
745,Java Developer (Salesforce Integration),Orchard Talent's Top Industry Client ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2430&ao=85059&s=58&guid=0000016aaf4359018e7c952ddc766883&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_1e775f95&cb=1557718588345&jobListingId=3227657585
746,Senior Software Applications Engineer,Charles Schwab ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2501&ao=182759&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_9fe02f82&cb=1557718596354&jobListingId=3229632745
747,UI Developer (Angular),Simplion Technologies Inc ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2502&ao=454816&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_648d41f8&cb=1557718596358&jobListingId=3215165794
748,"Manager, Software Engineering - Customer Journey Platform",Cisco Systems ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2503&ao=377062&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_a431c11d&cb=1557718596361&jobListingId=3218873547
749,R&D Software Developer,Applied Research Laboratories ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2504&ao=415575&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_ba1f42c1&cb=1557718596364&jobListingId=3044338359
750,Senior iOS Developer,Big Nerd Ranch ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2505&ao=4341&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_8dc1fdcf&cb=1557718596367&jobListingId=3105063468
751,"Lead Software Engineer, Platform Infrastructure",DISCO ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2506&ao=596686&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_14c1865f&cb=1557718596370&jobListingId=3204282698
752,Senior Full Stack Developer,"Ryan, LLC "," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2507&ao=133085&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_2e6aa281&cb=1557718596373&jobListingId=3223522827
753,Senior Software Engineer-API,Acxiom ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2508&ao=108003&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_91686034&cb=1557718596376&jobListingId=3176768792
754,Staff Software Engineer II,Valassis Digital ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2509&ao=340169&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_10f10421&cb=1557718596380&jobListingId=3191405906
755,Oracle BI Application Developer,22nd Century Technologies ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2510&ao=136481&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_01dcbb47&cb=1557718596389&jobListingId=2915294628
756,Sr. Software Engineer (DevOps/Release Engineer),Visa Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2511&ao=485464&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_a466f9fa&cb=1557718596392&jobListingId=3155503039
757,DevOps Engineer,CyberCoders ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2512&ao=296847&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_ecfde60b&cb=1557718596400&jobListingId=3230072062
758,UI Developer (Angular),Adwait Algorithm ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2513&ao=4120&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_6c814411&cb=1557718596403&jobListingId=3180307693
759,Full-Stack Developer (LAMP),"Beacon Hill Staffing Group, LLC "," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2514&ao=136658&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_f2f6d710&cb=1557718596407&jobListingId=3213696044
760,Software Developer Lead WEP,SSI Schaefer Systems International ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2515&ao=55291&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_ccff853e&cb=1557718596410&jobListingId=3196760002
761,Senior Software Application Engineer,Charles Schwab ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2516&ao=253015&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_a6fd1b6f&cb=1557718596413&jobListingId=3053028026
762,Senior Software Developer - Cloud Brokerage Services Platform,IBM ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2517&ao=140152&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_cc532c90&cb=1557718596417&jobListingId=3179109100
763,SOFTWARE ENGINEERING ADVISOR (IT),"The Judge Group, Inc. "," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2518&ao=450116&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_ff82fc35&cb=1557718596421&jobListingId=3227297528
764,Senior Front End Software Engineer,Broadway Technology ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2519&ao=564958&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_e5afcbf6&cb=1557718596424&jobListingId=2956481570
765,Senior Software Engineer - Risk and Authentication,Visa Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2520&ao=485464&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_bf1cd2c6&cb=1557718596428&jobListingId=3140099514
766,Senior DevOps Engineer,TrendKite ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2521&ao=611855&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_45868d6e&cb=1557718596431&jobListingId=3161635677
767,"Developer Analyst 3 - Texas Higher Education Coordinating Board, state agency",Pedigo Staffing Services ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2522&ao=16594&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_fe962190&cb=1557718596435&jobListingId=3174216112
768,"Staff Software Engineer, Risk & Authentication Programs",Visa Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2523&ao=485473&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_7dcaccfd&cb=1557718596444&jobListingId=3102651439
769,Senior Software Engineer in DevOps,AffiniPay ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2524&ao=538170&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_7705fcf0&cb=1557718596448&jobListingId=3122727547
770,Software Defined Radio Receiver Software Developer (ESA),Applied Research Laboratories ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2525&ao=415575&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_f840a2cf&cb=1557718596451&jobListingId=3049846479
771,"Sr. Software Engineer - Paid Relocation to Seattle, WA",Digital Control Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2526&ao=4128&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_ec01d8f5&cb=1557718596453&jobListingId=3223998769
772,Cloud-Software Eng III,Varite USA ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2527&ao=85058&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_876d2f2a&cb=1557718596456&jobListingId=3230000421
773,Technical Developer,24 Seven Talent ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2528&ao=133131&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_f65efe05&cb=1557718596459&jobListingId=2583255472
774,Senior Software Engineer,Horn Solutions Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2529&ao=372858&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_29fa5322&cb=1557718596462&jobListingId=3217667652
775,Sr. DevOps Engineer,Cypress HCM ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2530&ao=85058&s=58&guid=0000016aaf43787392e5657e797d8177&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_0ff69598&cb=1557718596465&jobListingId=3227700379
776,Senior Software Engineer - Reliability Engineering,Home Depot ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=2601&ao=133182&s=58&guid=0000016aaf439758a739088bcacf5372&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_befd5706&cb=1557718604355&jobListingId=3190267364
